#target	sample	rep1
crt_76	MTNT-MKY-068-2021-MSMT-1	MTNT-MKY-068-2021-MSMT-1
crt_76	MTNA-SGY-035-2021-MSMT-1	MTNA-SGY-035-2021-MSMT-1
crt_76	MTNY-MKN-103-2021-MSMT-1	MTNY-MKN-103-2021-MSMT-1
crt_76	MTNA-LMS-160-2021-MSMT-1	MTNA-LMS-160-2021-MSMT-1
crt_76	MTNY-MKN-100-2021-MSMT-1	MTNY-MKN-100-2021-MSMT-1
crt_76	MTNY-MBB-048-2021-MSMT-1	MTNY-MBB-048-2021-MSMT-1
crt_76	MTNY-MKN-010-2021-MSMT-1	MTNY-MKN-010-2021-MSMT-1
crt_76	MTMA-KAN-051-2021-MSMT-1	MTMA-KAN-051-2021-MSMT-1
crt_76	MTNY-MBB-029-2021-MSMT-1	MTNY-MBB-029-2021-MSMT-1
crt_76	MTMA-KAN-060-2021-MSMT-1	MTMA-KAN-060-2021-MSMT-1
crt_76	SOMO-NZK-071-2021-MSMT-1	SOMO-NZK-071-2021-MSMT-1
crt_76	SOMO-NYJ-131-2021-MSMT-1	SOMO-NYJ-131-2021-MSMT-1
crt_76	SOMO-NZK-108-2021-MSMT-1	SOMO-NZK-108-2021-MSMT-1
crt_76	SOMO-NZK-045-2021-MSMT-1	SOMO-NZK-045-2021-MSMT-1
crt_76	SOSO-KAP-026-2021-MSMT-1	SOSO-KAP-026-2021-MSMT-1
crt_76	SOSO-UDD-052-2021-MSMT-1	SOSO-UDD-052-2021-MSMT-1
crt_76	SOMO-NYJ-089-2021-MSMT-1	SOMO-NYJ-089-2021-MSMT-1
crt_76	SOSO-MBG-035-2021-MSMT-1	SOSO-MBG-035-2021-MSMT-1
crt_76	SOIL-KPT-017-2021-MSMT-1	SOIL-KPT-017-2021-MSMT-1
crt_76	SOSO-UDD-063-2021-MSMT-1	SOSO-UDD-063-2021-MSMT-1
crt_76	SOMO-NZK-001-2021-MSMT-1	SOMO-NZK-001-2021-MSMT-1
crt_76	SOMO-NYJ-017-2021-MSMT-1	SOMO-NYJ-017-2021-MSMT-1
crt_76	SOMO-NYJ-036-2021-MSMT-1	SOMO-NYJ-036-2021-MSMT-1
crt_76	SOIL-KPT-027-2021-MSMT-1	SOIL-KPT-027-2021-MSMT-1
crt_76	SOMZ-IPN-067-2021-MSMT-1	SOMZ-IPN-067-2021-MSMT-1
crt_76	SOSO-UDD-049-2021-MSMT-1	SOSO-UDD-049-2021-MSMT-1
crt_76	SOMO-NYJ-113-2021-MSMT-1	SOMO-NYJ-113-2021-MSMT-1
crt_76	SOMO-ISA-024-2021-MSMT-1	SOMO-ISA-024-2021-MSMT-1
crt_76	SOMO-NZK-090-2021-MSMT-1	SOMO-NZK-090-2021-MSMT-1
crt_76	SOMO-NYJ-014-2021-MSMT-1	SOMO-NYJ-014-2021-MSMT-1
